16:50:32.610 [main] INFO  hololeenko.task1.repository.impl.CustomArrayRepositoryImpl - Save array [134, 1, 34, 12, 2] with ID 1 to the repository
16:50:32.616 [main] INFO  com.hololeenko.task1.main.Application - Array [134, 1, 34, 12, 2] with ID 1 saved to the repository
16:50:32.616 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: ja12;12;387 98
16:50:32.617 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
16:50:32.617 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 
16:50:32.617 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
16:50:32.617 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 427       846;8-2
16:50:32.617 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
16:50:32.617 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: -0-1 23_45
16:50:32.617 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
