16:08:37.951 [main] INFO  hololeenko.task1.factory.impl.CustomArrayFactoryImpl - Array "[134, 1, 34, 12, 2]" created
16:08:37.957 [main] INFO  hololeenko.task1.repository.impl.CustomArrayRepositoryImpl - Save array [134, 1, 34, 12, 2] with ID 1 to the repository
16:08:37.957 [main] INFO  com.hololeenko.task1.main.Application - Array [134, 1, 34, 12, 2] with ID 1 saved to the repository
16:08:37.958 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: ja12;12;387 98
16:08:37.958 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
16:08:37.958 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 
16:08:37.958 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
16:08:37.958 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 427       846;8-2
16:08:37.958 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
16:08:37.958 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: -0-1 23_45
