17:55:48.186 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: ja12;12;387 98
17:55:48.188 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
17:55:48.188 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 
17:55:48.188 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
17:55:48.188 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 427       846;8-2
17:55:48.188 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
17:55:48.188 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: -0-1 23_45
17:55:48.189 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
17:55:48.189 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 6-3,456-87
17:55:48.189 [main] INFO  hololeenko.task1.parser.impl.ArrayDataParserImpl - Success validation for line "6-3,456-87"
