21:55:16.676 [main] INFO  hololeenko.task1.factory.impl.CustomArrayFactoryImpl - Array "[134, 1, 34, 12, 2]" created
21:55:16.680 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: ja12;12;387 98
21:55:16.680 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
21:55:16.680 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 
21:55:16.680 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
21:55:16.680 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 427       846;8-2
21:55:16.680 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
21:55:16.680 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: -0-1 23_45
21:55:16.681 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
21:55:16.681 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 6-3,456-87
