22:22:01.138 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: ja12;12;387 98
22:22:01.142 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
22:22:01.142 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 
22:22:01.142 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
22:22:01.142 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 427       846;8-2
22:22:01.142 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
22:22:01.142 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: -0-1 23_45
22:22:01.143 [main] INFO  com.hololeenko.task1.main.Application - Line isn't valid
22:22:01.143 [main] INFO  hololeenko.task1.validation.impl.LineValidationImpl - Line validation attempt: 6-3,456-87
22:22:01.143 [main] INFO  hololeenko.task1.parser.impl.ArrayDataParserImpl - Success validation for line "6-3,456-87"
